type,id,en_description,fi_description
Phrase,p149,Evaluation of mediastinal lymph node metastasis,välikarsinan imusolmukkeiden etäpesäkkeen arviointi
Phrase,p150,Patients with adenocarcinoma may benefit from pemetrexed,rauhassyöpäpotilaat voivat hyötyä pemetreksedistä 
Phrase,p151,Evidence (maintenance erlotinib following platinum-based doublet chemotherapy):,todiste (erlotinibi-ylläpitohoito platinapohjaisen kaksoiskemoterapian jälkeen)   
Phrase,p152,T0 = No evidence of primary tumor,T0 = ei todistetta ensisijaisesta kasvaimesta
Phrase,p153,Radiation therapy to the breast or chest,sädehoito rintaan tai rintalihakseen
Phrase,p154,Table 5. Definitions of TNM Stage IB,taulu 5. TNM-vaiheen IB määritelmät    
Phrase,p155,Table 3. Definitions of TNM Stage 0,taulu 3. TNM-vaiheen 0 määritelmät           
Phrase,p156,N0 = No regional lymph node metastasis,N0 = ei alueellista imusolmukkeen etäpesäkettä
Phrase,p157,EML4-ALK inhibitors in patients with EML-ALK translocations,EML4-ALK-estäjät EML-ALK-translokaatioissa   
Phrase,p158,Table 9. Definitions of TNM Stage IIIB,taulu 9. TNM-vaiheen IIIB määritelmät                
Phrase,p159,This is a group of rare tumors,tämä on ryhmä harvinaisia ​​kasvaimia
Phrase,p160,Chemotherapy combined with radiation therapy and/or surgery,kemoterapia yhdistettynä sädehoidon ja/tai leikkauksen kanssa
Phrase,p161,MET oncogene encodes hepatocyte growth factor receptor,MET-muutos koodaa maksasolujen kasvutekijän reseptorin    
Phrase,p162,NSCLC is a heterogeneous aggregate of histologies,ei-pienisoluinen keuhkosyöpä on mikroskooppitutkimusten heterogeeninen yhdistelmä   
Phrase,p163,Pathological staging of NSCLC requires the following:,ei-pienisoluisen keuhkosyövän patologinen vaiheistus edellyttää seuraavaa：    
Phrase,p164,Combination of CT imaging and FDG-PET scanning,CT-kuvantamisen ja FDG-PET-skannauksen yhdistelmä    
Phrase,p165,Table 2. Definitions of TNM Occult Carcinoma,taulu 2. TNM:n selittämättömän syövän määritelmät                
Phrase,p166,Table 10. Definitions of TNM Stage IV,taulu 10. TNM-vaiheen IV määritelmät                           
Phrase,p167,Concurrent chemotherapy with radiation therapy and surgery,yhtäaikainen kemoterapia sädehoidon ja leikkauksen kanssa
Phrase,p168,Standard Treatment Options for Stage IIIB NSCLC,vakiohoitovaihtoehdot vaiheen IIIB ei-pienisoluiselle keuhkosyövälle
Phrase,p169,Smoking-related lung carcinogenesis is a multistep process,tupakointiin liittyvä keuhkojen terveiden solujen muuttuminen syöpäsoluiksi on monivaiheinen prosessi
Phrase,p170,Evidence (combination chemotherapy with bevacizumab or cetuximab):,todiste (yhdistelmäkemoterapia bevasitsumabin tai setuksimabin kanssa):  
Phrase,p171,Evidence (adjuvant chemotherapy for stage IB NSCLC):,todiste (hoidon tehokkuutta parantava kemoterapia vaiheen IB ei-pienisoluiselle keuhkosyövälle):    
Phrase,p172,"Systemic treatments (chemotherapy, immunotherapy, and targeted agents)","systeemiset hoidot (kemoterapia, immunoterapia ja kohdennetut aineet)"
Phrase,p173,For treatment of locally advanced unresectable tumor,paikallisesti edenneen ei-leikattavan kasvaimen hoitoon
Phrase,p174,Table 7. Definitions of TNM Stage IIB,taulu 7. TNM-vaiheen IIB määritelmät                           
Phrase,p175,Large cell carcinoma (10% of lung cancers),suurisoluinen syöpä（10% keuhkosyövistä）
Phrase,p176,Evidence (adjuvant chemotherapy for stage I NSCLC):,todiste (hoidon tehokkuutta parantava kemoterapia vaiheen I ei-pienisoluiselle keuhkosyövälle):   
Phrase,p177,Preoperative chemotherapy may also provide survival benefit,ennen leikkausta annettava kemoterapia voi myös tuottaa eloonjäämisetua
Phrase,p178,The most common histologies include the following:,yleisimmät mikroskooppitutkimukset sisältävät seuraavaa：
Phrase,p179,Standard Treatment Options for Stage IV NSCLC,vakiohoitovaihtoehdot vaiheen IV ei-pienisoluiselle keuhkosyövälle     
Phrase,p180,The value of PORT has been assessed,PORT:n arvo on arvioitu                                
Phrase,p181,Chemotherapy followed by surgery (for selected patients),kemoterapiaa seuraava leikkaus（valituille potilaille）
Phrase,p182,Chemotherapy-related toxicities were greater with prolonged chemotherapy,kemoterapiaan liittyvät myrkyllisyydet olivat suurempia pitkäaikaisessa kemoterapiassa
Phrase,p183,Human epidermal growth factor receptor 2 (HER2),ihmisen epidermaalisen kasvutekijän reseptori 2 (HER2)   
Phrase,p184,Standard Treatment Options for Stage 0 NSCLC,vakiohoitovaihtoehdot vaiheen 0 ei-pienisoluiselle keuhkosyövälle         
Phrase,p185,Squamous cell carcinoma (25% of lung cancers),levyepiteelisyöpä（25% keuhkosyövistä）
Phrase,p186,"Carcinomas with pleomorphic, sarcomatoid, or sarcomatous elements","syövät pleomorfisten, sarkomatoidisten tai sarkomatoidisten elementtien kanssa"
Phrase,p187,Stereotactic radiation surgery (for highly selected patients),stereotaktinen sädetysleikkaus（erittäin valituille potilaille）
Phrase,p188,Sequential or concurrent chemotherapy and radiation therapy,jaksoittainen tai samanaikainen kemoterapia ja sädehoito
Phrase,p189,Table 8. Definitions of TNM Stage IIIA,taulu 8. TNM-vaiheen IIIA määritelmät     
Phrase,p190,M1b = Distant metastasis (in extrathoracic organs),M1b = etäinen etäpesäke（rintakehän ulkopuolisissa elimissä）
Phrase,p191,Table 11. Standard Treatment Options for NSCLC,taulu 11. vakiohoitovaihtoehdot ei-pienisoluiselle keuhkosyövälle  
Phrase,p192,Similar benefit may be achieved with erlotinib,samanlainen hyöty voidaan saavuttaa erlotinibin kanssa
Phrase,p193,Locally (T3–T4) and/or regionally (N2–N3) advanced disease,paikallisesti（T3-T4）ja/tai alueellisesti（N2-N3）edennyt sairaus    
Phrase,p194,Table 4. Definitions of TNM Stage IA,taulu 4. TNM-vaiheen IA määritelmät            
Phrase,p195,Table 6. Definitions of TNM Stage IIA,taulu 6. TNM-vaiheen IIA määritelmät            
Phrase,p1,Etoposide + cisplatin,etoposidi + sisplatiini             
Phrase,p2,Cisplatin + irinotecan,sisplatiini + irinotekaani        
Phrase,p3,Prophylactic cranial irradiation,pään sädehoito
Phrase,p4,Lambert-Eaton myasthenic syndrome,Lambert-Eatonin lihasheikkouden oireyhtymä
Phrase,p5,"New cases: 224,210","uudet tapaukset：224,210"
Phrase,p6,New drug regimens,uudet lääkehoito-ohjelmat
Phrase,p7,Frequent nuclear molding,usein toistuva tuman muovautuminen
Phrase,p8,Etoposide + carboplatin,etoposidi + karboplatiini
Phrase,p9,Intermediate-grade atypical carcinoid,keskiasteen epätyypillinen syöpä
Phrase,p10,Paraneoplastic cerebellar degeneration,syöpäsolujen aiheuttama pikkuaivojen rappeuma
Phrase,p11,Combination chemotherapy alone,yhdistelmäkemoterapia yksin
Phrase,p12,Dose and timing,annos ja ajoitus
Phrase,p13,Evidence (standard regimens):,todiste (vakiohoito-ohjelmat):
Phrase,p14,Low-grade typical carcinoid,matala-asteinen tyypillinen syöpä
Phrase,p15,Length of treatment,hoidon kesto
Phrase,p16,Evidence (combined modality treatment):,todiste (yhdistetty hoitomuoto):
Phrase,p17,Inappropriate antidiuretic hormone secretion,riittämätön antidiureettisen hormonin eritys
Phrase,p18,Absent or inconspicuous nucleoli,puuttuva tai huomaamaton nukleoli
Phrase,p19,Chemotherapy and radiation therapy,kemoterapia ja sädehoito
Phrase,p20,A high mitotic count,korkea jakautuvien solujen määrä
Phrase,p21,A thorough physical examination,perusteellinen fyysinen tutkimus
Phrase,p22,Evidence (role of PCI):,todiste (perkutaanisen sepelvaltimointervention rooli):               
Phrase,p23,Prophylactic cranial irradiation (PCI),aivojen sädehoito（perkutaaninen sepelvaltimointerventio）       
Phrase,p24,Evidence (role of surgery):,todiste (leikkauksen rooli):
Phrase,p25,A radionuclide bone scan,säteilyä vapauttava luuskannaus
Phrase,p26,small cell lung cancer,pienisoluinen keuhkosyöpä
Phrase,p27,IASLC-AJCC TNM Staging System,IASLC-AJCC TNM-vaiheistusjärjestelmä    
Phrase,p28,Cyclophosphamide + doxorubicin + vincristine,syklofosfamidi + doksorubisiini + vinkristiini   
Phrase,p29,Treatment Options Under Clinical Evaluation,hoitovaihtoehdot kliinisen arvionnin alla
Phrase,p30,Factors influencing treatment with chemotherapy,kemoterapiahoitoon vaikuttavat tekijät
Phrase,p31,Treatment options for recurrent cancer,hoitovaihtoehdot uusiutuvalle syövälle
Phrase,p32,Combination chemotherapy and radiation therapy,yhdistelmäkemoterapia ja sädehoito
Phrase,p33,Alternative drug doses and schedules,vaihtoehtoiset lääkeannokset ja aikataulut
Phrase,p34,Cyclophosphamide + doxorubicin + etoposide,syklofosfamidi + doksorubisiini + etoposidi     
Phrase,p35,Treatment options for older patients,hoitovaihtoehdot vanhemmille potilaille
Phrase,p36,Ifosfamide + cisplatin + etoposide,ifosfamidi + sisplatiini + etoposidi     
Phrase,p37,Neuroendocrine tumors include the following:,solukasvaimet sisältävät seuraavaa：
Phrase,p38,Cyclophosphamide + etoposide + vincristine,syklofosfamidi + etoposidi + vinkristiini   
Phrase,p39,recurrent small cell lung cancer,uusiutuvan pienisoluinen keuhkosyöpä
Phrase,p40,Evidence (other combination chemotherapy regimens):,todiste (muut yhdistelmäkemoterapian hoito-ohjelmat):
Phrase,p41,Surgical resection of the primary tumor,ensisijaisen kasvaimen kiruginen poistoleikkaus
Phrase,p42,Surgery followed by chemotherapy or chemoradiotherapy,kemoterapiaa tai kemosäteilytyshoitoa seuraava leikkaus
Phrase,p43,Recurrent Small Cell Lung Cancer Treatment,toistuva pienisoluisen keuhkosyövän hoito
Phrase,p44,"Finely granular ""salt and pepper"" chromatin","hienorakeinen ""suola ja pippuri"" kromatiini"
Phrase,p45,Small Cell Lung Cancer (PDQ®): Treatment,pienisoluinen keuhkosyöpä (PDQ®): hoito
Phrase,p46,These studies have yielded conflicting results,nämä tutkimukset ovat tuottaneet ristiriitaisia tuloksia
Phrase,p47,Limited-Stage Small Cell Lung Cancer Treatment,rajoitetun vaiheen pienisoluisen keuhkosyövän hoito
Phrase,p48,limited stage small cell lung cancer,rajoitetun vaiheen pienisoluinen keuhkosyöpä
Phrase,p49,extensive stage small cell lung cancer,laaja-alainen pienisoluinen keuhkosyöpä
Phrase,p50,Veterans Administration Lung Study Group (VALG),veteraanihallinnon keuhkojen tutkimusryhmä (VALG)    
Phrase,p51,Routine blood counts and serum chemistries,rutiiniverimäärät ja seerumikemiat
Phrase,p52,Standard staging procedures include the following:,vakiovaiheistusmenettelyt sisältävät seuraavaa：
Phrase,p53,Extensive-Stage Small Cell Lung Cancer Treatment,laaja-alaisen pienisoluisen keuhkosyövän hoito
Phrase,p54,Cushing syndrome from secretion of adrenocorticotropic hormone,aivolisäkehormoonin erityksen hormonaalinen häiriö
Phrase,p55,Surgery followed by chemotherapy or chemoradiation therapy,kemoterapiaa tai kemosäteilytyshoitoa seuraava leikkaus
Phrase,p56,Stage Information for Small Cell Lung Cancer,vaihetieto pienisoluiselle keuhkosyövälle
Phrase,p57,and offers palliation of symptomatic metastatic disease,ja tarjoaa lievityksen oireiselle etäpesäkkeiselle sairaudelle
Phrase,p58,General Information About Small Cell Lung Cancer,yleistieto pienisoluisesta keuhkosyövästä
Phrase,p59,Cellular Classification of Small Cell Lung Cancer,pienisoluisen keuhkosyövän soluluokittelu
Phrase,p60,Topotecan is standard chemotherapy for recurrent SCLC,topotekaani on vakiokemoterapia uusiutuvalle pienisoluiselle keuhkosyövälle
