type,id,en_description,ur_description
Phrase,p40,Stage 0 NSCLC,مرحلہ 0 نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p41,Vocal cord paralysis,ووکل کارڈ پیرالائسس  
Phrase,p42,stage IA NSCLC,مرحلہ IA نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p43,Clear cell carcinoma,کلیر سیل کارسینوما  
Phrase,p44,Performance status (PS),کارکردگی کی حالت (PS)  
Phrase,p45,Seventh Edition T/M,ساتویں ایڈیشن ٹی/ایم  
Phrase,p46,Recurrent NSCLC Treatment,بار بار ہونے والے این ایس سی ایل سی کا علاج  
Phrase,p47,Radiation therapy alone,صرف ریڈی ایشن تھراپی  
Phrase,p48,stage IIIB NSCLC,مرحلہ IIIB نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p49,Evidence (nodal status):,شواہد (نوڈل حالت):  
Phrase,p50,Squamous cell carcinoma,سکوامس سیل کارسینوما  
Phrase,p51,For palliative treatment,تسکینی علاج کے لیے  
Phrase,p52,Stage IIIA NSCLC,مرحلہ IIIA نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p53,Stage IIIA NSCLC Treatment,مرحلہ IIIA نان-سمال سیل پھیپھڑوں کا سرطان کا علاج  
Phrase,p54,Stage Information for NSCLC,این ایس سی ایل سی کی مرحلہ وار معلومات  
Phrase,p55,Radiation therapy (for palliation),ریڈی ایشن تھراپی (تسکین کے لیے)  
Phrase,p56,Treatment of brain metastases,دماغی میٹاسٹیسیز کا علاج  
Phrase,p57,Evidence (age vs. comorbidity):,شواہد (عمر بمقابلہ کموربڈٹی):  
Phrase,p58,Surgery and radiation therapy,سرجری اور ریڈی ایشن تھراپی  
Phrase,p59,Combining local treatment (surgery),مقامی علاج (سرجری) کو مرکب کرنا  
Phrase,p60,non-small cell lung cancer,نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p61,Stage 0 NSCLC Treatment,مرحلہ 0 این ایس سی ایل سی کا علاج  
Phrase,p62,Evidence (adjuvant chemoradiation therapy):,شواہد (ایجوانٹ کیمو ریڈی ایشن تھراپی):  
Phrase,p63,Sites of tumor involvement,ٹیومر کی ملوثیت کے مقامات  
Phrase,p64,Limitations of evidence (surgery):,شواہد کی حدود (سرجری):  
Phrase,p65,T4 (same lobe nodules),T4 (اسی لوب میں گانٹھیں)  
Phrase,p66,Knowledge of histologic type,ہسٹالوجک قسم کا علم  
Phrase,p67,M1b designates distant metastasis,M1b دور میٹاسٹیسیز کی نشاندہی کرتا ہے  
Phrase,p68,Radiation therapy and surgery,ریڈی ایشن تھراپی اور سرجری  
Phrase,p69,Evaluation of brain metastasis,دماغی میٹاسٹیسیز کی تشخیص  
Phrase,p70,Tumor size and location,ٹیومر کا سائز اور مقام  
Phrase,p71,Stage IV NSCLC Treatment,مرحلہ IV این ایس سی ایل سی کا علاج  
Phrase,p72,Early eradication of micrometastases,مائیکرو میٹاسٹیسیز کی ابتدائی خاتمہ  
Phrase,p73,Smoking in Cancer Care,سرطان کی دیکھ بھال میں تمباکو نوشی  
Phrase,p74,Continuing only single-agent chemotherapy,صرف سنگل ایجنٹ  کیمیائی علاج جاری رکھنا  
Phrase,p75,Superior vena cava syndrome,سپیریئر وینا کیوا سنڈروم  
Phrase,p76,Resected or resectable disease,ریسکٹڈ یا ریسکٹیبل بیماری  
Phrase,p77,M1 = Distant metastasis,M1 = دور میٹاسٹیسیز  
Phrase,p78,Presence of pulmonary symptoms,پلمونری علامات کی موجودگی  
Phrase,p79,Solid adenocarcinoma with mucin,میوسن والا سولڈ ایڈینوکارسینوما  
Phrase,p80,Adenocarcinoma with mixed subtypes,مخلوط ذیلی اقسام والا ایڈینوکارسینوما  
Phrase,p81,Examination of the tumor,ٹیومر کا معائنہ  
Phrase,p82,Regional treatment (radiation therapy),علاقائی علاج (ریڈی ایشن تھراپی)  
Phrase,p83,Cellular Classification of NSCLC,این ایس سی ایل سی کی سیلولر درجہ بندی  
Phrase,p84,Stage IIIB NSCLC Treatment,مرحلہ IIIB این ایس سی ایل سی کا علاج  
Phrase,p85,recurrent non-small cell lung cancer,بار بار ہونے والا نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p86,Evidence (drug and dose schedule):,شواہد (دوا اور خورہ کا شیڈول):  
Phrase,p87,Evidence (chemotherapy and targeted therapy):,شواہد ( کیمیائی علاج اور ہدف شدہ تھراپی):  
Phrase,p88,Surgery alone (for selected patients),صرف سرجری (منتخب مریضوں کے لیے)  
Phrase,p89,Maintenance therapy following first-line chemotherapy,پہلی لائن  کیمیائی علاج کے بعد مینٹیننس تھراپی  
Phrase,p90,Sixth Edition T/M Descriptor (cm),چھٹی ایڈیشن T/M ڈسکرپٹر (سینٹی میٹر)  
Phrase,p91,Cost effectiveness of FDG-PET scanning,ایف ڈی جی-پی ای ٹی اسکیننگ کی قیمتی تاثیر  
Phrase,p92,Treatment of second primary tumor,دوسرے پرائمری ٹیومر کا علاج  
Phrase,p93,Cytotoxic combination chemotherapy (first line),سیٹوٹاکسک مرکب  کیمیائی علاج (پہلی لائن)  
Phrase,p94,WHO/IASLC Histologic Classification of NSCLC,WHO/IASLC ہسٹولوجک درجہ بندی (این ایس سی ایل سی)  
Phrase,p95,Treatment Option Overview for NSCLC,این ایس سی ایل سی کے علاج کے اختیارات کا جائزہ  
Phrase,p96,The primary endpoint was PFS,بنیادی مقصد بغیر بیماری کی بقا (PFS) تھا  
Phrase,p97,The study reported the following,مطالعہ نے مندرجہ ذیل رپورٹ کیا  
Phrase,p98,M0 = No distant metastasis,M0 = دور میٹاسٹیسیز نہیں  
Phrase,p99,Tis = Carcinoma in situ,Tis = کارسینوما ان سیچو  
Phrase,p100,Carcinomas of salivary gland type,سلائیوری گلینڈ قسم کے کارسینوما  
Phrase,p101,Stages IA and IB NSCLC,مرحلہ IA اور IB نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p102,Developing more effective systemic therapy,زیادہ مؤثر سسٹمک تھراپی کی ترقی  
Phrase,p103,"Tracheal, esophageal, or bronchial compression","ٹریکئل، غذائی نالی، یا برونکائل کا دباؤ"  
Phrase,p104,Involvement of multiple nodal stations,کثیر لمف نوڈ اسٹیشنز کی ملوثیت  
Phrase,p105,Concurrent versus sequential chemoradiation therapy,ہم وقت بمقابلہ ترتیبی کیمو ریڈی ایشن تھراپی  
Phrase,p106,occult non-small cell lung cancer,پوشیدہ نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p107,PIK3 catalytic protein alpha (PI3KCA),PIK3 کیٹالٹک پروٹین الفا (PI3KCA)  
Phrase,p108,Chemotherapy or kinase inhibitors alone,صرف  کیمیائی علاج یا کائنیز انہیبیٹرز  
Phrase,p109,Stages IIA and IIB NSCLC,مرحلہ IIA اور IIB نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p110,Fluorodeoxyglucose-positron emission tomography (FDG-PET) scanning,فلووروڈی آکسی گلوکوز-پازیٹران اخراج ٹوموگرافی (ایف ڈی جی-پی ای ٹی) اسکیننگ  
Phrase,p111,Epidermoid or squamous cell carcinoma,ایپیڈرموئڈ یا سکوامس سیل کارسینوما  
Phrase,p112,Evidence (EGFR tyrosine kinase inhibitors):,شواہد (ای جی ایف آر ٹائروسین کائنیز انہیبیٹرز):  
Phrase,p113,Anaplastic lymphoma kinase receptor (ALK),ایناپلاسٹک لیمفوما کائنیز ریسیپٹر (ALK)  
Phrase,p114,Large tumor size (>3 cm),بڑے ٹیومر کا سائز (>3 سینٹی میٹر)  
Phrase,p115,"Cigarette, pipe, or cigar smoking","سگریٹ، پائپ، یا سگار نوشی"  
Phrase,p116,The patient's performance status (PS),مریض کی کارکردگی کی حالت (PS)  
Phrase,p117,Large cell neuroendocrine carcinoma (LCNEC),لارج سیل نیوروانڈوکرائن کارسینوما (LCNEC)  
Phrase,p118,Adenocarcinoma (40% of lung cancers),ایڈینوکارسینوما (پھیپھڑوں کے سرطانز کا 40%)  
Phrase,p119,Evidence (concurrent vs. sequential chemoradiation therapy):,شواہد (ہم وقت بمقابلہ ترتیبی کیمو ریڈی ایشن تھراپی):  
Phrase,p120,Carcinomas with spindle and/or giant cells,سپنڈل اور/یا جائنٹ سیلز والے کارسینوما  
Phrase,p121,"Sixty-five trials (13,601 patients) were identified","پینسٹھ ٹرائلز (13,601 مریضوں) کی شناخت ہوئی"  
Phrase,p122,Combination chemotherapy with bevacizumab or cetuximab,بیواسيزوماب یا سیٹکسماب کے ساتھ مرکب  کیمیائی علاج  
Phrase,p123,Continuing the initial combination chemotherapy regimen,ابتدائی مرکب  کیمیائی علاج کے طریقہ کار کو جاری رکھنا  
Phrase,p124,Stages IA and IB NSCLC Treatment,مرحلہ IA اور IB نان-سمال سیل پھیپھڑوں کا سرطان کا علاج  
Phrase,p125,Kirsten rat sarcoma viral oncogene (KRAS),کرسٹن ریٹ سارکوما وائرل آنکو جین (KRAS)  
Phrase,p126,MAPK kinase 1 (MAP2K1 or MEK1),MAPK کائنیز 1 (MAP2K1 یا MEK1)  
Phrase,p127,stage 0 non-small cell lung cancer,مرحلہ 0 نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p128,Large cell carcinoma with rhabdoid phenotype,رابڈوائڈ فینوٹائپ والا لارج سیل کارسینوما  
Phrase,p129,"Introducing a new agent as ""maintenance.""","""مینٹیننس"" کے طور پر ایک نئی دوا کا تعارف"  
Phrase,p130,"HER2, present in 2% of tumors","HER2، ٹیومرز کے 2% میں موجود"  
Phrase,p131,Tumors that invade the chest wall,سینے کی دیوار پر حملہ آور ٹیومرز  
Phrase,p132,Standard Treatment Options for Occult NSCLC,پوشیدہ این ایس سی ایل سی کے لیے معیاری علاج کے اختیارات  
Phrase,p133,stage IV non-small cell lung cancer,مرحلہ IV نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p134,stage II non-small cell lung cancer,مرحلہ II نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p135,Stage ( TNM Staging Criteria ),مرحلہ (TNM مرحلہ بندی معیارات)  
Phrase,p136,stage IIIB non-small cell lung cancer,مرحلہ IIIB نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p137,Close or microscopically positive resection margins,قریبی یا خوردبینی طور پر مثبت ریسکشن مارجنز  
Phrase,p138,stage IIIA non-small cell lung cancer,مرحلہ IIIA نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p139,AJCC Stage Groupings and TNM Definitions,اے جے سی سی مرحلہ گروپس اور ٹی این ایم تعریفات  
Phrase,p140,"PI3KCA, present in 2% of tumors","PI3KCA، ٹیومرز کے 2% میں موجود"  
Phrase,p141,Non-Small Cell Lung Cancer (PDQ®): Treatment,نان-سمال سیل پھیپھڑوں کا سرطان (PDQ®): علاج  
Phrase,p142,Standard Treatment Options for Recurrent NSCLC,بار بار ہونے والے این ایس سی ایل سی کے لیے معیاری علاج کے اختیارات  
Phrase,p143,Evidence (maintenance therapy following first-line chemotherapy):,شواہد (پہلی لائن  کیمیائی علاج کے بعد مینٹیننس تھراپی):  
Phrase,p144,Evidence (radiation therapy for palliative treatment):,شواہد (تسکینی علاج کے لیے ریڈی ایشن تھراپی):  
Phrase,p145,EGFR tyrosine kinase inhibitors (first line),ای جی ایف آر ٹائروسین کائنیز انہیبیٹرز (پہلی لائن)  
Phrase,p146,"AKT1, present in 1% of tumors","اے کے ٹی 1، ٹیومرز کے 1% میں موجود"  
Phrase,p147,stage I non-small cell lung cancer,مرحلہ I نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p148,Stages IIA and IIB NSCLC Treatment,مرحلہ IIA اور IIB این ایس سی ایل سی کا علاج  
Phrase,p149,Evaluation of mediastinal lymph node metastasis,میڈیاسٹینل لمف نوڈ میٹاسٹیسیز کی تشخیص  
Phrase,p150,Patients with adenocarcinoma may benefit from pemetrexed,ایڈینوکارسینوما والے مریضوں کو پیمیٹریکسڈ سے فائدہ ہو سکتا ہے  
Phrase,p151,Evidence (maintenance erlotinib following platinum-based doublet chemotherapy):,شواہد (پلاٹینم-بیسڈ ڈبلٹ  کیمیائی علاج کے بعد ارلوٹینب مینٹیننس):  
Phrase,p152,T0 = No evidence of primary tumor,T0 = پرائمری ٹیومر کا کوئی ثبوت نہیں  
Phrase,p153,Radiation therapy to the breast or chest,چھاتی یا سینے کو ریڈی ایشن تھراپی  
Phrase,p154,Table 5. Definitions of TNM Stage IB,ٹیبل 5۔ ٹی این ایم مرحلہ IB کی تعریفات  
Phrase,p155,Table 3. Definitions of TNM Stage 0,ٹیبل 3۔ ٹی این ایم مرحلہ 0 کی تعریفات  
Phrase,p156,N0 = No regional lymph node metastasis,N0 = علاقائی لمف نوڈ میٹاسٹیسیز نہیں  
Phrase,p157,EML4-ALK inhibitors in patients with EML-ALK translocations,ای ایم ایل 4-اے ایل کے انہیبیٹرز (ای ایم ایل-اے ایل کے ٹرانسلوکیشنز والے مریضوں میں)  
Phrase,p158,Table 9. Definitions of TNM Stage IIIB,ٹیبل 9۔ ٹی این ایم مرحلہ IIIB کی تعریفات  
Phrase,p159,This is a group of rare tumors,یہ نایاب ٹیومرز کا ایک گروپ ہے  
Phrase,p160,Chemotherapy combined with radiation therapy and/or surgery, کیمیائی علاج کو ریڈی ایشن تھراپی اور/یا سرجری کے ساتھ مرکب کیا گیا ہے  
Phrase,p161,MET oncogene encodes hepatocyte growth factor receptor,میٹ آنکو جین ہیپاٹوسائٹ گروتھ فیکٹر ریسیپٹر کو کوڈ کرتا ہے  
Phrase,p162,NSCLC is a heterogeneous aggregate of histologies,این ایس سی ایل سی ہسٹالوجیز کا ایک غیر ہم آہنگ مجموعہ ہے  
Phrase,p163,Pathological staging of NSCLC requires the following:,این ایس سی ایل سی کی پیتھالوجیکل مرحلہ بندی کے لیے مندرجہ ذیل کی ضرورت ہوتی ہے:  
Phrase,p164,Combination of CT imaging and FDG-PET scanning,سی ٹی امیجنگ اور ایف ڈی جی-پی ای ٹی اسکیننگ کا مرکب  
Phrase,p165,Table 2. Definitions of TNM Occult Carcinoma,ٹیبل 2۔ ٹی این ایم پوشیدہ کارسینوما کی تعریفات  
Phrase,p166,Table 10. Definitions of TNM Stage IV,ٹیبل 10۔ ٹی این ایم مرحلہ IV کی تعریفات  
Phrase,p167,Concurrent chemotherapy with radiation therapy and surgery,ریڈی ایشن تھراپی اور سرجری کے ساتھ ہم وقت  کیمیائی علاج  
Phrase,p168,Standard Treatment Options for Stage IIIB NSCLC,مرحلہ IIIB این ایس سی ایل سی کے لیے معیاری علاج کے اختیارات  
Phrase,p169,Smoking-related lung carcinogenesis is a multistep process,تمباکو نوشی سے متعلق پھیپھڑوں کے سرطان کی تشکیل ایک کثیر مرحلہ عمل ہے  
Phrase,p170,Evidence (combination chemotherapy with bevacizumab or cetuximab):,شواہد (بیواسيزوماب یا سیٹکسماب کے ساتھ مرکب  کیمیائی علاج):  
Phrase,p171,Evidence (adjuvant chemotherapy for stage IB NSCLC):,شواہد (مرحلہ IB این ایس سی ایل سی کے لیے ایجوانٹ  کیمیائی علاج):  
Phrase,p172,"Systemic treatments (chemotherapy, immunotherapy, and targeted agents)",سسٹمک علاج ( کیمیائی علاج، امیونوتھراپی، اور ہدف شدہ ادویات)  
Phrase,p173,For treatment of locally advanced unresectable tumor,مقامی طور پر اعلیٰ ناقابل سرجری ٹیومر کے علاج کے لیے  
Phrase,p174,Table 7. Definitions of TNM Stage IIB,ٹیبل 7۔ ٹی این ایم مرحلہ IIB کی تعریفات  
Phrase,p175,Large cell carcinoma (10% of lung cancers),لارج سیل کارسینوما (پھیپھڑوں کے سرطانز کا 10%)  
Phrase,p176,Evidence (adjuvant chemotherapy for stage I NSCLC):,شواہد (مرحلہ I این ایس سی ایل سی کے لیے ایجوانٹ  کیمیائی علاج):  
Phrase,p177,Preoperative chemotherapy may also provide survival benefit,سرجری سے پہلے کی  کیمیائی علاج بقا کا فائدہ بھی فراہم کر سکتی ہے  
Phrase,p178,The most common histologies include the following:,سب سے عام ہسٹالوجیز میں مندرجہ ذیل شامل ہیں:  
Phrase,p179,Standard Treatment Options for Stage IV NSCLC,مرحلہ IV این ایس سی ایل سی کے لیے معیاری علاج کے اختیارات  
Phrase,p180,The value of PORT has been assessed,PORT کی اہمیت کا جائزہ لیا گیا  
Phrase,p181,Chemotherapy followed by surgery (for selected patients), کیمیائی علاج کے بعد سرجری (منتخب مریضوں کے لیے)  
Phrase,p182,Chemotherapy-related toxicities were greater with prolonged chemotherapy,طویل  کیمیائی علاج سے زہریلے اثرات زیادہ ہوئے  
Phrase,p183,Human epidermal growth factor receptor 2 (HER2),ہیومن ایپیڈرمل گروتھ فیکٹر ریسیپٹر 2 (HER2)  
Phrase,p184,Standard Treatment Options for Stage 0 NSCLC,مرحلہ 0 NSCLC کے لیے معیاری علاج کے اختیارات  
Phrase,p185,Squamous cell carcinoma (25% of lung cancers),سکوامس سیل کارسینوما (پھیپھڑوں کے سرطانز کا 25%)  
Phrase,p186,"Carcinomas with pleomorphic, sarcomatoid, or sarcomatous elements","پلیومورفک، سارکوماٹوائڈ، یا سارکوماٹس اجزاء والے کارسینوما"  
Phrase,p187,Stereotactic radiation surgery (for highly selected patients),سٹیریوٹیکٹک ریڈی ایشن سرجری (انتہائی منتخب مریضوں کے لیے)  
Phrase,p188,Sequential or concurrent chemotherapy and radiation therapy,ترتیبی یا ہم وقت  کیمیائی علاج اور ریڈی ایشن تھراپی  
Phrase,p189,Table 8. Definitions of TNM Stage IIIA,ٹیبل 8۔ ٹی این ایم مرحلہ IIIA کی تعریفات  
Phrase,p190,M1b = Distant metastasis (in extrathoracic organs),M1b = دور میٹاسٹیسیز (ایکسٹرا تھوراسک اعضاء میں)  
Phrase,p191,Table 11. Standard Treatment Options for NSCLC,ٹیبل 11۔ NSCLC کے لیے معیاری علاج کے اختیارات  
Phrase,p192,Similar benefit may be achieved with erlotinib,ارلوٹینب سے اسی طرح کے فوائد حاصل ہو سکتے ہیں  
Phrase,p193,Locally (T3–T4) and/or regionally (N2–N3) advanced disease,مقامی (T3–T4) اور/یا علاقائی (N2–N3) اعلیٰ مرحلے کی بیماری  
Phrase,p194,Table 4. Definitions of TNM Stage IA,ٹیبل 4۔ ٹی این ایم مرحلہ IA کی تعریفات  
Phrase,p195,Table 6. Definitions of TNM Stage IIA,ٹیبل 6۔ ٹی این ایم مرحلہ IIA کی تعریفات  
Phrase,p1,Etoposide + cisplatin,ایٹوپوسائیڈ پلس سیس پلاٹین  
Phrase,p2,Cisplatin + irinotecan,سیس پلاٹین پلس آئرینوٹیکن  
Phrase,p3,Prophylactic cranial irradiation,احتیاطی کریانیئل اریڈی ایشن  
Phrase,p4,Lambert-Eaton myasthenic syndrome,لامبرٹ-ایٹون مایاسٹینک سنڈروم  
Phrase,p5,"New cases: 224,210","نئے کیسز: 224,210"  
Phrase,p6,New drug regimens,نئے دوا کے طریقہ علاج  
Phrase,p7,Frequent nuclear molding,کثرت سے نیوکلیئر مولڈنگ  
Phrase,p8,Etoposide + carboplatin,ایٹوپوسائیڈ پلس کاربوپلاٹین  
Phrase,p9,Intermediate-grade atypical carcinoid,درمیانہ درجے کا غیر معمولی کارسینوائڈ  
Phrase,p10,Paraneoplastic cerebellar degeneration,پیرانیوپلاسٹک سیریبیلر ڈی جنریشن  
Phrase,p11,Combination chemotherapy alone,صرف مرکب  کیمیائی علاج  
Phrase,p12,Dose and timing,خورہ اور وقت بندی  
Phrase,p13,Evidence (standard regimens):,شواہد (معیاری طریقہ علاج):  
Phrase,p14,Low-grade typical carcinoid,کم درجے کا عام کارسینوائڈ  
Phrase,p15,Length of treatment,علاج کی مدت  
Phrase,p16,Evidence (combined modality treatment):,شواہد (مرکب طریقہ علاج):  
Phrase,p17,Inappropriate antidiuretic hormone secretion,نامناسب اینٹیڈائیورٹک ہارمون کی زیادتی  
Phrase,p18,Absent or inconspicuous nucleoli,غائب یا غیر نمایاں نیوکلیولی  
Phrase,p19,Chemotherapy and radiation therapy, کیمیائی علاج اور ریڈی ایشن تھراپی  
Phrase,p20,A high mitotic count,اعلیٰ مائٹاٹک گنتی  
Phrase,p21,A thorough physical examination,مکمل جسمانی معائنہ  
Phrase,p22,Evidence (role of PCI):,شواہد (PCI کا کردار):  
Phrase,p23,Prophylactic cranial irradiation (PCI),احتیاطی کریانیئل اریڈی ایشن (PCI)  
Phrase,p24,Evidence (role of surgery):,شواہد (سرجری کا کردار):  
Phrase,p25,A radionuclide bone scan,ریڈیونوکلائیڈ ہڈی اسکین  
Phrase,p26,small cell lung cancer,چھوٹے سیل پھیپھڑوں کا سرطان  
Phrase,p27,IASLC-AJCC TNM Staging System,آئی اے ایس ایل سی-اے جے سی سی ٹی این ایم مرحلہ بندی نظام  
Phrase,p28,Cyclophosphamide + doxorubicin + vincristine,سائیکلوفاسفامائیڈ پلس ڈوکسوروبیسن پلس وینکرسٹین  
Phrase,p29,Treatment Options Under Clinical Evaluation,کلینیکل تشخیص میں زیرِ غور علاج کے اختیارات  
Phrase,p30,Factors influencing treatment with chemotherapy, کیمیائی علاج کے علاج کو متاثر کرنے والے عوامل  
Phrase,p31,Treatment options for recurrent cancer,بار بار ہونے والے سرطان کے لیے علاج کے اختیارات  
Phrase,p32,Combination chemotherapy and radiation therapy,مرکب  کیمیائی علاج اور ریڈی ایشن تھراپی  
Phrase,p33,Alternative drug doses and schedules,ادویات کی متبادل خوراکیں اور شیڈول  
Phrase,p34,Cyclophosphamide + doxorubicin + etoposide,سائیکلوفاسفامائیڈ پلس ڈوکسوروبیسن پلس ایٹوپوسائیڈ  
Phrase,p35,Treatment options for older patients,معمر مریضوں کے لیے علاج کے اختیارات  
Phrase,p36,Ifosfamide + cisplatin + etoposide,آئیفوسفامائیڈ پلس سیس پلاٹین پلس ایٹوپوسائیڈ  
Phrase,p37,Neuroendocrine tumors include the following:,نیوروانڈوکرائن ٹیومرز میں مندرجہ ذیل شامل ہیں:  
Phrase,p38,Cyclophosphamide + etoposide + vincristine,سائیکلوفاسفامائیڈ پلس ایٹوپوسائیڈ پلس وینکرسٹین  
Phrase,p39,recurrent small cell lung cancer,بار بار ہونے والا چھوٹے سیل پھیپھڑوں کا سرطان  
Phrase,p40,Evidence (other combination chemotherapy regimens):,شواہد (دیگر  کیمیائی علاج کے مرکب طریقہ علاج):  
Phrase,p41,Surgical resection of the primary tumor,پرائمری ٹیومر کی سرجیکل ریسکشن  
Phrase,p42,Surgery followed by chemotherapy or chemoradiotherapy,سرجری کے بعد  کیمیائی علاج یا کیمو ریڈیو تھراپی  
Phrase,p43,Recurrent Small Cell Lung Cancer Treatment,بار بار ہونے والے چھوٹے سیل پھیپھڑوں کے سرطان کا علاج  
Phrase,p44,"Finely granular ""salt and pepper"" chromatin","باریک دانے دار ""نمک اور مرچ"" کرومیٹن"  
Phrase,p45,Small Cell Lung Cancer (PDQ®): Treatment,چھوٹے سیل پھیپھڑوں کا سرطان (PDQ®): علاج  
Phrase,p46,These studies have yielded conflicting results,ان مطالعوں کے متضاد نتائج سامنے آئے ہیں  
Phrase,p47,Limited-Stage Small Cell Lung Cancer Treatment,محدود مرحلے کے چھوٹے سیل پھیپھڑوں کے سرطان کا علاج  
Phrase,p48,limited stage small cell lung cancer,محدود مرحلے کا چھوٹے سیل پھیپھڑوں کا سرطان  
Phrase,p49,extensive stage small cell lung cancer,وسیع مرحلے کا چھوٹے سیل پھیپھڑوں کا سرطان  
Phrase,p50,Veterans Administration Lung Study Group (VALG),ویٹرنز ایڈمنسٹریشن پھیپھڑوں کا مطالعہ گروپ (VALG)  
Phrase,p51,Routine blood counts and serum chemistries,روٹین خون کے ٹیسٹ اور سیرم کیمسٹری  
Phrase,p52,Standard staging procedures include the following:,معیاری مرحلہ بندی کے طریقوں میں مندرجہ ذیل شامل ہیں:  
Phrase,p53,Extensive-Stage Small Cell Lung Cancer Treatment,وسیع مرحلے کے چھوٹے سیل پھیپھڑوں کے سرطان کا علاج  
Phrase,p54,Cushing syndrome from secretion of adrenocorticotropic hormone,کشنگ سنڈروم (ایڈرینوکارٹیکوٹروپک ہارمون کی زیادتی)  
Phrase,p55,Surgery followed by chemotherapy or chemoradiation therapy,سرجری کے بعد  کیمیائی علاج یا  کیمیائی ریڈی ایشن علاج  
Phrase,p56,Stage Information for Small Cell Lung Cancer,چھوٹے سیل پھیپھڑوں کے سرطان کی مرحلہ وار معلومات  
Phrase,p57,and offers palliation of symptomatic metastatic disease,اور علامتی میٹاسٹیٹک بیماری کی تسکین فراہم کرتا ہے  
Phrase,p58,General Information About Small Cell Lung Cancer,چھوٹے سیل پھیپھڑوں کے سرطان کے بارے میں عمومی معلومات  
Phrase,p59,Cellular Classification of Small Cell Lung Cancer,چھوٹے سیل پھیپھڑوں کے سرطان کی سیلولر درجہ بندی  
Phrase,p60,Topotecan is standard chemotherapy for recurrent SCLC,ٹوپوٹیکن بار بار ہونے والے ایس سی ایل سی کے لیے معیاری  کیمیائی علاج ہے  
